"Αττικής-Γλυφάδα - Hondos Center","Τηλ: 2108910900 - Site: www.hondoscenter.gr","23.74596","37.86506","16675","Γλυφάδα","Αγ. Κωνσταντίνου","2"
"Αττικής-Καλλιθέα - Hondos Center","Τηλ: 2109546600 - Site: www.hondoscenter.gr","23.70516","37.95829","17676","Καλλιθέα","Λεωφ. Ελευθ. Βενιζέλου","108-110"
"Αττικής-Κηφισιά - Hondos Center","Τηλ: 2106288900 - Site: www.hondoscenter.gr","23.81533","38.07273","14562","Κηφισιά","Κολοκοτρώνη","3"
"Αττικής-Μαρούσι - Hondos Center","Τηλ: 2108123300 - Site: www.hondoscenter.gr","23.80762","38.05435","15124","Μαρούσι","Βασ. Σοφίας","29-33"
"Αττικής-Νέα Ερυθραία - Hondos Center","Τηλ: 2106245000 - Site: www.hondoscenter.gr","23.81424","38.08835","14671","Νέα Ερυθραία","Χαρ. Τρικούπη","137"
"Αττικής-Νέα Σμύρνη - Hondos Center","Τηλ: 2109319561 - Site: www.hondoscenter.gr","23.71531","37.94684","17123","Νέα Σμύρνη","Λεωφ. Ελευθ. Βενιζέλου","33"
"Αττικής-Πειραιάς - Hondos Center","Τηλ: 2104112816 - Site: www.hondoscenter.gr","23.64495","37.94141","18531","Πειραιάς","Μπουμπουλίνας","18"
"Αττικής-Πειραιάς - Hondos Center","Τηλ: 2104110461 - Site: www.hondoscenter.gr","23.64497","37.94543","18531","Πειραιάς","Τσαμαδού","17-19"
"Αττικής-Περιστέρι - Hondos Center","Τηλ: 2105704900 - Site: www.hondoscenter.gr","23.68967","38.01196","12134","Περιστέρι","Πελοπίδα","8"
"Αττικής-Σπάτα-Γυαλού - Hondos Center","Τηλ: 2109751470 - Site: www.hondoscenter.gr - Εμπ. Κέντρο Smart Park.","23.91331","37.98558","19004","Σπάτα","Ε. Πουλάκη",""
"Αττικής-Χαλάνδρι - Hondos Center","Τηλ: 2106851166 - Site: www.hondoscenter.gr","23.80152","38.02267","15234","Χαλάνδρι","Λεωφ. Πεντέλης","4"
"Αχαΐας-Αίγιο - Hondos Center","Τηλ: 2691022708 - Site: www.hondoscenter.gr","22.08855","38.25067","25100","Αίγιο","Οικονόμου","7"
"Αχαΐας-Πάτρα - Hondos Center","Τηλ: 2610624048 - Site: www.hondoscenter.gr","21.73533","38.24738","26221","Πάτρα","Ερμού","45-47"
"Βοιωτίας-Λιβαδειά - Hondos Center","Τηλ: 2261021102 - Site: www.hondoscenter.gr","22.87619","38.43739","32100","Λιβαδειά","Σπυρίδωνος","12"
"Δράμας-Δράμα - Hondos Center","Τηλ: 2521022228 - Site: www.hondoscenter.gr","24.14855","41.15078","66100","Δράμα","Βελισσαρίου","5"
"Δωδεκανήσου-Κως-Κως - Hondos Center","Τηλ: 2242049100 - Site: www.hondoscenter.gr","27.29070","36.89197","85300","Κως","Λεωφ. Ελευθ. Βενιζέλου","17"
"Δωδεκανήσου-Ρόδος-Ρόδος - Hondos Center","Τηλ: 2241077850 - Site: www.hondoscenter.gr","28.22076","36.44836","85100","Ρόδος","Αλέξ. Διάκου","30-32"
"Έβρου-Αλεξανδρούπολη - Hondos Center","Τηλ: 2551023685 - Site: www.hondoscenter.gr","25.87510","40.84723","68132","Αλεξανδρούπολη","Λεωφ. 14ης Μαΐου","30"
"Εύβοιας-Χαλκίδα - Hondos Center","Τηλ: 2221022443 - Site: www.hondoscenter.gr","23.59568","38.46590","34132","Χαλκίδα","Αβάντων","29"
"Ζακύνθου-Ζάκυνθος - Hondos Center","Τηλ: 2695024524 - Site: www.hondoscenter.gr","20.89710","37.78559","29100","Ζάκυνθος","Αλέξ. Ρώμα","36"
"Ηλείας-Αμαλιάδα - Hondos Center","Τηλ: 2622020010 - Site: www.hondoscenter.gr","21.35075","37.79786","27200","Αμαλιάδα","Αρχαίας Ήλιδος + Βύρωνος",""
"Ηλείας-Πύργος - Hondos Center","Τηλ: 2621022111 - Site: www.hondoscenter.gr","21.44042","37.67314","27100","Πύργος","Γερμανού","17"
"Ημαθίας-Βέροια - Hondos Center","Τηλ: 2331026700 - Site: www.hondoscenter.gr","22.20356","40.52504","59132","Βέροια","Μεγ. Αλεξάνδρου","26"
"Ηρακλείου-Ηράκλειο - Hondos Center","Τηλ: 2810337900 - Site: www.hondoscenter.gr","25.13427","35.34034","71202","Ηράκλειο","Πλ. Αγ. Τίτου",""
"Θεσπρωτίας-Ηγουμενίτσα - Hondos Center","Τηλ: 2665022280 - Site: www.hondoscenter.gr","20.26408","39.50303","46100","Ηγουμενίτσα","Γρηγ. Λαμπράκη","32"
"Θεσσαλονίκης-Εύοσμος - Hondos Center","Τηλ: 2310252050 - Site: www.hondoscenter.gr","22.91200","40.66727","56224","Εύοσμος","Παύλου Μελά","31"
"Θεσσαλονίκης-Θεσσαλονίκη - Hondos Center","Τηλ: 2310256080 - Site: www.hondoscenter.gr","22.94208","40.63382","54624","Θεσσαλονίκη","Αριστοτέλους","9"
"Θεσσαλονίκης-Πυλαία - Hondos Center","Τηλ: 2310806000 - Site: www.hondoscenter.gr - Apollonia Politia","22.98301","40.54838","55103","Πυλαία","Λεωφ. Γεωργικής Σχολής","84"
"Ιωαννίνων-Ιωάννινα - Hondos Center","Τηλ: 2651064071 - Site: www.hondoscenter.gr","20.85112","39.66787","45444","Ιωάννινα","28ης Οκτωβρίου","39"
"Καβάλας-Καβάλα - Hondos Center","Τηλ: 2510229136 - Site: www.hondoscenter.gr","24.41194","40.93792","65302","Καβάλα","Ομόνοιας","58"
"Καρδίτσας-Καρδίτσα - Hondos Center","Τηλ: 2441070950 - Site: www.hondoscenter.gr","21.92521","39.36391","43132","Καρδίτσα","Υψηλάντου","52"
"Κέρκυρας-Κέρκυρα - Hondos Center","Τηλ: 2661046177 - Site: www.hondoscenter.gr","19.92045","39.62310","49131","Κέρκυρα","Ευγένιου Βουλγάρεως","100"
"Κοζάνης-Κοζάνη - Hondos Center","Τηλ: 2461035487 - Site: www.hondoscenter.gr","21.78751","40.30166","50100","Κοζάνη","Πλ. Νίκης + Κοβεντάρων",""
"Κοζάνης-Πτολεμαΐδα - Hondos Center","Τηλ: 2463055645 - Site: www.hondoscenter.gr","21.67924","40.51267","50300","Πτολεμαΐδα","Μεγ. Αλεξάνδρου","6"
"Κορινθίας-Κόρινθος - Hondos Center","Τηλ: 2741074330 - Site: www.hondoscenter.gr","22.93080","37.93950","20131","Κόρινθος","Κολιάτσου","42"
"Κυκλάδων-Θήρα-Φηρά - Hondos Center","Τηλ: 2286025555 - Site: www.hondoscenter.gr","25.43222","36.41849","84700","Φηρά","25ης Μαρτίου",""
"Κυκλάδων-Μύκονος-Μύκονος-Αγία Άννα - Hondos Center","Τηλ: 2289024483 - Site: www.hondoscenter.gr","25.32992","37.44830","84600","Μύκονος","",""
"Λακωνίας-Σπάρτη - Hondos Center","Τηλ: 2731024405 - Site: www.hondoscenter.gr","22.42925","37.07644","23100","Σπάρτη","Κων. Παλαιολόγου","117"
"Λάρισας-Λάρισα - Hondos Center","Τηλ: 2410550376 - Site: www.hondoscenter.gr","22.41797","39.63665","41222","Λάρισα","Πρωτοπαπαδάκη","4"
"Λέσβου-Λέσβος-Μυτιλήνη - Hondos Center","Τηλ: 2251028707 - Site: www.hondoscenter.gr","26.55563","39.10624","81100","Μυτιλήνη","Ερμού","63"
"Λευκάδας-Λευκάδα - Hondos Center","Τηλ: 2645025128 - Site: www.hondoscenter.gr","20.70672","38.83289","31100","Λευκάδα","Μελά","86"
"Μαγνησίας-Βόλος - Hondos Center","Τηλ: 2421028083 - Site: www.hondoscenter.gr","22.94663","39.36149","38221","Βόλος","Ερμού + Λώρη",""
"Μεσσηνίας-Καλαμάτα - Hondos Center","Τηλ: 2721022555 - Site: www.hondoscenter.gr","22.11104","37.03931","24133","Καλαμάτα","Σιδηροδρομικού Σταθμού","2"
"Ξάνθης-Ξάνθη - Hondos Center","Τηλ: 2541083275 - Site: www.hondoscenter.gr","24.88722","41.14025","67100","Ξάνθη","Βασ. Κωνσταντίνου","3"
"Πέλλας-Γιαννιτσά - Hondos Center","Τηλ: 2382026366 - Site: www.hondoscenter.gr","22.41152","40.79227","58100","Γιαννιτσά","Ελευθ. Βενιζέλου","190"
"Πέλλας-Έδεσσα - Hondos Center","Τηλ: 2381022822 - Site: www.hondoscenter.gr","22.05044","40.80180","58200","Έδεσσα","Δημοκρατίας","35"
"Πιερίας-Κατερίνη - Hondos Center","Τηλ: 2351078118 - Site: www.hondoscenter.gr","22.50626","40.27206","60133","Κατερίνη","Τσιμισκή","18"
"Ρεθύμνης-Ρέθυμνο - Hondos Center","Τηλ: 2831055737 - Site: www.hondoscenter.gr","24.47635","35.36629","74100","Ρέθυμνο","Π. Κουντουριώτου","23"
"Ροδόπης-Κομοτηνή - Hondos Center","Τηλ: 2531083557 - Site: www.hondoscenter.gr","25.40534","41.11634","69100","Κομοτηνή","Α. Σούζου","14"
"Σάμου-Σάμος-Καρλόβασι - Hondos Center","Τηλ: 2273038130 - Site: www.hondoscenter.gr","26.70634","37.79459","83200","Καρλόβασι","Ιπποκράτη Ζαΐμη",""
"Σάμου-Σάμος-Σάμος - Hondos Center","Τηλ: 2273023791 - Site: www.hondoscenter.gr","26.97712","37.75450","83100","Σάμος","Θεμ. Σοφούλη","87"
"Σερρών-Σέρρες - Hondos Center","Τηλ: 2321064373 - Site: www.hondoscenter.gr","23.55129","41.09059","62122","Σέρρες","Παπαπαύλου","5"
"Τρικάλων-Τρίκαλα - Hondos Center","Τηλ: 2431075511 - Site: www.hondoscenter.gr","21.76746","39.55310","42131","Τρίκαλα","Γαριβάλδη","9"
"Φθιώτιδος-Λαμία - Hondos Center","Τηλ: 2231031340 - Site: www.hondoscenter.gr","22.43441","38.89930","35132","Λαμία","Χαντζοπούλου","4"
"Φωκίδας-Άμφισσα - Hondos Center","Τηλ: 2265023047 - Site: www.hondoscenter.gr","22.37699","38.52819","33100","Άμφισσα","Γιαγτζή","21"
"Χανίων-Χανιά - Hondos Center","Τηλ: 2821028552 - Site: www.hondoscenter.gr","24.01808","35.51380","73134","Χανιά","Χατζημιχάλη Γιάνναρη","35"
"Χίου-Χίος - Hondos Center","Τηλ: 2271028567 - Site: www.hondoscenter.gr","26.13527","38.36906","82100","Χίος","Απλωταριάς","38"
